,序号,客队半场得分,客队球衣颜色,赢球平均欧指数,客队名称,本场比赛序号,主队盘路名称,客队盘路名称,盘路,status,平球平均欧指,主队ID,比赛时间,澳门盘口,输球平均欧指,主队本轮排名,主队名称,客队得分,主队得分,主队半场得分,轮次,客队本轮排名
3583,1,lblue,2.34,佛罗伦萨,803,333391,热那亚,佛罗伦萨,输半,5,2.89,1179,2012-03-25 21:00,平手/半球,3.27,14,热那亚,2,2,1,29,16
3584,0,lred,1.79,卡利亚里,917,333393,拉齐奥,卡利亚,赢,5,3.33,964,2012-03-25 21:00,半球,4.52,3,拉齐奥,0,1,0,29,13
3585,0,lblue,1.53,卡塔尼亚,923,333394,那不勒斯,卡塔尼,输,5,3.74,1125,2012-03-25 21:00,一球,6.33,4,那不勒斯,2,2,0,29,8
3586,0,lblue,2.28,莱切,972,333395,诺瓦拉,莱  切,输半,5,3.13,1992,2012-03-25 21:00,平手/半球,3.10,19,诺瓦拉,0,0,0,29,18
3587,0,lred,1.62,国际米兰,846,333392,尤文图斯,国际米兰,赢,5,3.65,1330,2012-03-26 02:45,一球,5.48,2,尤文图斯,0,2,0,29,8
3588,1,lred,3.71,AC米兰,210,333399,卡塔尼,AC米兰,赢,5,3.16,923,2012-03-31 23:59,受半球,2.03,7,卡塔尼亚,1,1,0,30,1
3589,1,lred,2.52,拉齐奥,964,333404,帕尔马,拉齐奥,赢,5,3.00,1149,2012-04-01 02:45,平手/半球,2.86,17,帕尔马,1,3,2,30,3
3590,1,lred,1.28,诺瓦拉,1992,333405,罗 马,诺瓦拉,赢,5,5.08,1032,2012-04-01 18:30,球半,9.87,6,罗马,2,5,2,30,19
3591,0,lblue,2.41,巴勒莫,645,333397,博洛尼亚,巴勒莫,输,5,2.49,707,2012-04-01 21:00,平手/半球,3.73,10,博洛尼亚,3,1,0,30,11
3592,0,lred,2.17,亚特兰大,1308,333398,卡利亚,亚特兰大,赢,5,2.65,917,2012-04-01 21:00,平手/半球,4.10,13,卡利亚里,0,2,1,30,9
3593,1,lblue,1.72,切沃,1174,333400,佛罗伦萨,切 沃,输,5,3.32,803,2012-04-01 21:00,半球/一球,5.12,16,佛罗伦萨,2,1,0,30,12
3594,1,lgreen,1.56,热那亚,1179,333401,国际米兰,热那亚,走盘,5,3.76,846,2012-04-01 21:00,一球,5.83,8,国际米兰,4,5,3,30,14
3595,0,lblue,1.53,切塞纳,461,333403,莱  切,切塞纳,输,5,3.78,972,2012-04-01 21:00,一球,6.22,18,莱切,0,0,0,30,20
3596,0,lred,2.66,乌迪内斯,1276,333406,锡耶纳,乌迪内斯,赢,5,2.95,1294,2012-04-01 21:00,平手,2.74,15,锡耶纳,0,1,0,30,5
3597,0,lred,1.79,那不勒斯,1125,333402,尤文图斯,那不勒斯,赢,5,3.45,1330,2012-04-02 02:45,半球/一球,4.42,2,尤文图斯,0,3,0,30,4
3598,0,lblue,1.26,佛罗伦萨,803,333407,AC米兰,佛罗伦萨,输,5,5.13,210,2012-04-07 21:00,球半,11.00,1,AC米兰,2,1,1,31,17
3599,1,lblue,2.35,锡耶纳,1294,333408,亚特兰大,锡耶纳,输,5,2.54,1308,2012-04-07 21:00,平手/半球,3.80,11,亚特兰大,2,1,1,31,13
3600,1,lred,3.63,国际米兰,846,333409,卡利亚,国际米兰,赢半,5,3.24,917,2012-04-07 21:00,受平手/半球,2.02,12,卡利亚里,2,2,1,31,7
3601,0,lred,3.30,博洛尼亚,707,333410,切塞纳,博洛尼亚,赢半,5,3.09,461,2012-04-07 21:00,受平手/半球,2.21,20,切塞纳,0,0,0,31,14
3602,1,lred,2.64,卡塔尼亚,923,333411,切 沃,卡塔尼,赢,5,2.63,1174,2012-04-07 21:00,平手,3.10,10,切沃,2,3,2,31,8
3603,0,lred,3.77,罗马,1032,333413,莱  切,罗 马,赢,5,3.35,972,2012-04-07 21:00,受半球,1.94,18,莱切,2,4,2,31,6
3604,1,lgreen,2.60,热那亚,1179,333414,诺瓦拉,热那亚,走盘,5,3.16,1992,2012-04-07 21:00,平手,2.64,19,诺瓦拉,1,1,0,31,16
3605,0,lred,1.84,帕尔马,1149,333416,乌迪内斯,帕尔马,赢,5,3.27,1276,2012-04-07 21:00,半球,4.36,5,乌迪内斯,1,3,1,31,15
3606,0,lblue,6.09,尤文图斯,1330,333415,巴勒莫,尤文图斯,输,5,3.80,645,2012-04-08 00:30,受一球/球半,1.54,11,巴勒莫,2,0,0,31,2
3607,1,lred,2.62,那不勒斯,1125,333412,拉齐奥,那不勒斯,赢,5,3.12,964,2012-04-08 03:00,平手,2.64,4,拉齐奥,1,3,1,31,5
3608,1,lblue,5.93,AC米兰,210,333419,切 沃,AC米兰,输半,5,3.66,1174,2012-04-11 02:45,受半球/一球,1.58,9,切沃,1,0,0,32,2
3609,0,lblue,1.91,莱切,972,333418,卡塔尼,莱  切,输,5,3.35,923,2012-04-12 02:45,半球,3.94,8,卡塔尼亚,2,1,0,32,18
3610,0,lblue,1.67,巴勒莫,645,333420,佛罗伦萨,巴勒莫,输,5,3.51,803,2012-04-12 02:45,一球,5.23,15,佛罗伦萨,0,0,0,32,11
3611,0,lblue,1.42,切塞纳,461,333421,热那亚,切塞纳,输,5,4.16,1179,2012-04-12 02:45,一球,7.51,17,热那亚,1,1,1,32,20
3612,1,lgreen,1.57,锡耶纳,1294,333422,国际米兰,锡耶纳,走盘,5,3.68,846,2012-04-12 02:45,一球,5.91,7,国际米兰,1,2,1,32,10
3613,1,lblue,1.38,拉齐奥,964,333423,尤文图斯,拉齐奥,输,5,4.24,1330,2012-04-12 02:45,球半,8.69,2,尤文图斯,1,2,1,32,3
3614,1,lblue,1.45,亚特兰大,1308,333424,那不勒斯,亚特兰大,输,5,3.94,1125,2012-04-12 02:45,一球,7.57,5,那不勒斯,3,1,1,32,13
3615,0,lred,1.51,诺瓦拉,1992,333425,帕尔马,诺瓦拉,赢,5,3.83,1149,2012-04-12 02:45,一球,6.45,16,帕尔马,0,2,2,32,19
3616,1,lred,1.88,乌迪内斯,1276,333426,罗 马,乌迪内斯,赢,5,3.34,1032,2012-04-12 02:45,半球/一球,4.09,6,罗马,1,3,1,32,4
3617,0,lred,2.54,卡利亚里,917,333417,博洛尼亚,卡利亚,赢,5,2.47,707,2012-04-13 02:45,平手/半球,3.53,15,博洛尼亚,0,1,0,32,13
3618,0,lred,2.12,切沃,1174,333429,亚特兰大,切 沃,赢,5,2.65,1308,2012-04-25 00:30,平手/半球,4.34,14,亚特兰大,0,1,0,33,9
3619,0,lred,1.97,卡塔尼亚,923,333430,卡利亚,卡塔尼,赢,5,3.22,917,2012-04-25 00:30,半球,3.81,16,卡利亚里,0,3,1,33,8
3620,1,lred,4.81,拉齐奥,964,333433,诺瓦拉,拉齐奥,赢,5,3.47,1992,2012-04-25 18:30,受半球,1.71,19,诺瓦拉,1,2,1,33,3
3621,0,lblue,2.28,博洛尼亚,707,333427,锡耶纳,博洛尼亚,输半,5,2.46,1294,2012-04-25 21:00,平手/半球,4.26,10,锡耶纳,1,1,0,33,12
3622,1,lblue,2.89,那不勒斯,1125,333432,莱  切,那不勒斯,输,5,3.28,972,2012-04-25 21:00,受平手/半球,2.33,18,莱切,2,0,0,33,5
3623,0,lblue,2.51,帕尔马,1149,333434,巴勒莫,帕尔马,输,5,2.69,645,2012-04-25 21:00,平手/半球,3.25,11,巴勒莫,2,1,1,33,13
3624,1,lblue,1.62,佛罗伦萨,803,333435,罗 马,佛罗伦萨,输,5,3.64,1032,2012-04-25 21:00,半球,5.30,6,罗马,2,1,0,33,15
3625,3,lblue,2.35,国际米兰,846,333436,乌迪内斯,国际米兰,输,5,3.25,1276,2012-04-25 21:00,平手/半球,2.88,4,乌迪内斯,3,1,1,33,7
3626,0,lblue,1.21,热那亚,1179,333428,AC米兰,热那亚,输,5,5.91,210,2012-04-25 23:59,球半/两球,12.79,2,AC米兰,0,1,0,33,17
3627,0,lred,13.26,尤文图斯,1330,333431,切塞纳,尤文图斯,赢,5,5.70,461,2012-04-25 23:59,受球半/两球,1.21,20,切塞纳,1,0,0,33,1
3628,0,lblue,2.89,乌迪内斯,1276,333440,切 沃,乌迪内斯,输半,5,3.00,1174,2012-04-21 23:59,平手/半球,2.51,9,切沃,0,0,0,34,4
3629,0,lred,2.19,卡利亚里,917,333446,帕尔马,卡利亚,赢,5,2.67,1149,2012-04-21 23:59,平手/半球,4.02,15,帕尔马,0,3,1,34,14
3630,0,lred,2.16,亚特兰大,1308,333438,卡塔尼,亚特兰大,赢,5,2.69,923,2012-04-22 02:45,平手/半球,4.09,8,卡塔尼亚,0,2,1,34,11
3631,0,lred,1.22,诺瓦拉,1992,333445,那不勒斯,诺瓦拉,赢半,5,5.75,1125,2012-04-22 02:45,球半/两球,11.83,6,那不勒斯,0,2,2,34,19
3632,0,lblue,2.86,国际米兰,846,333441,佛罗伦萨,国际米兰,输半,5,3.12,803,2012-04-22 18:30,平手/半球,2.45,16,佛罗伦萨,0,0,0,34,7
3633,1,lblue,1.20,博洛尼亚,707,333437,AC米兰,博洛尼亚,输,5,6.09,210,2012-04-22 21:00,球半,12.99,2,AC米兰,1,1,0,34,13
3634,2,lgreen,2.94,巴勒莫,645,333439,切塞纳,巴勒莫,走盘,5,3.07,461,2012-04-22 21:00,平手,2.44,20,切塞纳,2,2,2,34,12
3635,3,lblue,2.07,锡耶纳,1294,333442,热那亚,锡耶纳,输,5,3.07,1179,2012-04-22 21:00,平手/半球,3.70,17,热那亚,4,1,0,34,14
3636,0,lblue,1.64,莱切,972,333444,拉齐奥,莱  切,输,5,3.61,964,2012-04-22 21:00,半球/一球,5.27,3,拉齐奥,1,1,0,34,18
3637,0,lred,1.46,罗马,1032,333443,尤文图斯,罗 马,赢,5,4.15,1330,2012-04-23 02:45,一球,6.82,2,尤文图斯,0,4,3,34,6
3638,1,lred,2.04,乌迪内斯,1276,371798,佛罗伦萨,乌迪内斯,赢,5,3.18,803,2012-08-25 23:59,半球,3.61,13,佛罗伦萨,1,2,0,1,2
3639,0,lred,1.30,帕尔马,1149,371800,尤文图斯,帕尔马,赢,5,4.79,1330,2012-08-26 02:45,一球/球半,9.87,15,尤文图斯,0,2,0,1,6
3640,0,lblue,1.41,桑普多利亚,468,371801,AC米兰,桑普多,输,5,4.18,210,2012-08-26 23:59,一球,7.88,2,AC米兰,1,0,0,1,18
3641,1,lblue,2.44,拉齐奥,964,371796,亚特兰大,拉齐奥,输,5,3.10,1308,2012-08-27 02:45,平手,2.89,19,亚特兰大,1,0,0,1,9
3642,0,lred,2.12,博洛尼亚,707,371797,切 沃,博洛尼亚,赢,5,3.08,1174,2012-08-27 02:45,半球,3.54,5,切沃,0,2,0,1,12
3643,0,lred,2.05,卡利亚里,917,371799,热那亚,卡利亚,赢,5,3.17,1179,2012-08-27 02:45,平手/半球,3.65,4,热那亚,0,2,0,1,14
3644,2,lblue,4.49,国际米兰,846,371802,佩斯卡,国际米兰,输,5,3.41,1156,2012-08-27 02:45,受半球,1.78,6,佩斯卡拉,3,0,0,1,13
3645,1,lblue,2.97,那不勒斯,1125,371803,巴勒莫,那不勒斯,输,5,3.18,645,2012-08-27 02:45,受平手/半球,2.34,11,巴勒莫,3,0,0,1,7
3646,1,lblue,1.40,卡塔尼亚,923,371804,罗 马,卡塔尼,输,5,4.32,1032,2012-08-27 02:45,一球/球半,7.57,8,罗马,2,2,0,1,10
3647,0,lblue,2.25,都灵,776,371805,锡耶纳,都  灵,输半,5,3.10,1294,2012-08-27 02:45,平手/半球,3.21,20,锡耶纳,0,0,0,1,18
3648,0,lred,1.83,佩斯卡拉,1156,371814,都  灵,佩斯卡,赢,5,3.25,776,2012-09-01 23:59,半球,4.56,11,都灵,0,3,1,2,17
3649,1,lblue,3.92,AC米兰,210,371806,博洛尼亚,AC米兰,输,5,3.22,707,2012-09-02 02:45,受半球,1.97,14,博洛尼亚,3,1,1,2,13
3650,2,lblue,4.80,尤文图斯,1330,371815,乌迪内斯,尤文图斯,输,5,3.34,1276,2012-09-02 23:59,受半球/一球,1.77,12,乌迪内斯,4,1,0,2,4
3651,0,lgreen,2.36,亚特兰大,1308,371807,卡利亚,亚特兰大,走盘,5,3.02,917,2012-09-03 02:45,平手,3.15,13,卡利亚里,1,1,0,2,19
3652,1,lred,1.89,热那亚,1179,371808,卡塔尼,热那亚,赢,5,3.27,923,2012-09-03 02:45,半球,4.22,12,卡塔尼亚,2,3,0,2,5
3653,1,lblue,1.98,罗马,1032,371809,国际米兰,罗 马,输,5,3.44,846,2012-09-03 02:45,半球,3.58,4,国际米兰,3,1,1,2,11
3654,0,lred,1.59,巴勒莫,645,371810,拉齐奥,巴勒莫,赢,5,3.72,964,2012-09-03 02:45,一球,5.83,9,拉齐奥,0,3,1,2,15
3655,0,lred,1.74,佛罗伦萨,803,371811,那不勒斯,佛罗伦萨,赢半,5,3.42,1125,2012-09-03 02:45,半球/一球,4.85,2,那不勒斯,1,2,0,2,8
3656,0,lred,2.05,切沃,1174,371812,帕尔马,切 沃,赢,5,3.13,1149,2012-09-03 02:45,半球,3.73,14,帕尔马,0,2,1,2,6
3657,0,lred,1.81,锡耶纳,1294,371813,桑普多,锡耶纳,赢,5,3.29,468,2012-09-03 02:45,半球,4.57,10,桑普多利亚,1,2,1,2,20
3658,0,lblue,2.31,卡利亚里,917,371821,巴勒莫,卡利亚,输半,5,3.13,645,2012-09-15 23:59,平手/半球,3.11,17,巴勒莫,1,1,1,3,14
3659,0,lblue,1.46,亚特兰大,1308,371819,AC米兰,亚特兰大,输,5,3.95,210,2012-09-16 02:45,一球,7.28,10,AC米兰,1,0,0,3,19
3660,2,lblue,2.84,拉齐奥,964,371816,切 沃,拉齐奥,输,5,3.07,1174,2012-09-16 18:30,平手,2.52,12,切沃,3,1,0,3,3
3661,0,lred,1.83,卡塔尼亚,923,371817,佛罗伦萨,卡塔尼,赢,5,3.36,803,2012-09-16 21:00,半球,4.34,11,佛罗伦萨,0,2,1,3,6
3662,0,lblue,5.74,尤文图斯,1330,371818,热那亚,尤文图斯,输,5,3.69,1179,2012-09-16 21:00,受一球,1.59,9,热那亚,3,1,1,3,1
3663,1,lred,1.54,帕尔马,1149,371820,那不勒斯,帕尔马,赢,5,3.74,1125,2012-09-16 21:00,一球,6.31,2,那不勒斯,1,3,2,3,13
3664,1,lblue,2.82,桑普多利亚,468,371822,佩斯卡,桑普多,输,5,3.12,1156,2012-09-16 21:00,平手,2.49,18,佩斯卡拉,3,2,0,3,4
3665,0,lblue,1.37,博洛尼亚,707,371823,罗 马,博洛尼亚,输,5,4.61,1032,2012-09-16 21:00,一球/球半,7.69,5,罗马,3,2,2,3,17
3666,2,lblue,2.51,乌迪内斯,1276,371824,锡耶纳,乌迪内斯,输半,5,3.08,1294,2012-09-16 21:00,平手/半球,2.83,20,锡耶纳,2,2,0,3,16
3667,1,lblue,2.97,国际米兰,846,371825,都  灵,国际米兰,输,5,3.17,776,2012-09-17 02:45,平手,2.37,8,都灵,2,0,0,3,9
3668,1,lblue,2.50,佛罗伦萨,803,371833,帕尔马,佛罗伦萨,输半,5,3.11,1149,2012-09-22 23:59,平手/半球,2.83,12,帕尔马,1,1,0,4,6
3669,0,lred,1.30,切沃,1174,371831,尤文图斯,切 沃,赢,5,4.88,1330,2012-09-23 02:45,球半,10.17,1,尤文图斯,0,2,0,4,13
3670,0,lblue,2.17,都灵,776,371834,桑普多,都  灵,输半,5,3.10,468,2012-09-23 18:30,平手/半球,3.45,4,桑普多利亚,1,1,0,4,10
3671,0,lred,1.81,巴勒莫,645,371826,亚特兰大,巴勒莫,赢半,5,3.40,1308,2012-09-23 21:00,半球/一球,4.38,15,亚特兰大,0,1,0,4,18
3672,1,lblue,1.74,佩斯卡拉,1156,371827,博洛尼亚,佩斯卡,输,5,3.45,707,2012-09-23 21:00,半球/一球,4.72,14,博洛尼亚,1,1,1,4,19
3673,0,lblue,3.07,罗马,1032,371828,卡利亚,罗 马,输,5,3.41,917,2012-09-23 21:00,受平手/半球,2.19,16,卡利亚里,3,0,0,4,7
3674,0,lred,3.18,那不勒斯,1125,371829,卡塔尼,那不勒斯,赢半,5,3.22,923,2012-09-23 21:00,受平手/半球,2.23,8,卡塔尼亚,0,0,0,4,2
3675,0,lblue,1.46,锡耶纳,1294,371830,国际米兰,锡耶纳,输,5,3.98,846,2012-09-23 21:00,一球,7.35,6,国际米兰,2,0,0,4,20
3676,0,lred,2.89,AC米兰,210,371835,乌迪内斯,AC米兰,赢,5,3.18,1276,2012-09-23 21:00,受平手/半球,2.41,17,乌迪内斯,1,2,1,4,11
3677,0,lblue,1.54,热那亚,1179,371832,拉齐奥,热那亚,输,5,3.86,964,2012-09-24 02:45,一球,6.06,3,拉齐奥,1,0,0,4,14
3678,0,lred,3.63,尤文图斯,1330,371838,佛罗伦萨,尤文图斯,赢,5,3.20,803,2012-09-26 02:45,受半球,2.05,6,佛罗伦萨,0,0,0,5,1
3679,0,lred,2.46,巴勒莫,645,371842,佩斯卡,巴勒莫,赢,5,3.25,1156,2012-09-27 00:30,平手,2.77,18,佩斯卡拉,0,1,0,5,19
3680,0,lred,2.08,亚特兰大,1308,371836,卡塔尼,亚特兰大,赢,5,3.15,923,2012-09-27 02:45,半球,3.60,10,卡塔尼亚,1,2,0,5,9
3681,1,lblue,3.11,国际米兰,846,371837,切 沃,国际米兰,输,5,3.15,1174,2012-09-27 02:45,受平手/半球,2.31,16,切沃,2,0,0,5,7
3682,1,lblue,2.22,帕尔马,1149,371839,热那亚,帕尔马,输半,5,3.17,1179,2012-09-27 02:45,平手/半球,3.22,8,热那亚,1,1,0,5,12
3683,0,lred,1.58,卡利亚里,917,371840,AC米兰,卡利亚,赢,5,3.65,210,2012-09-27 02:45,半球/一球,5.89,15,AC米兰,0,2,1,5,17
3684,0,lred,1.92,拉齐奥,964,371841,那不勒斯,拉齐奥,赢,5,3.32,1125,2012-09-27 02:45,半球,3.93,2,那不勒斯,0,3,2,5,3
3685,0,lblue,1.57,桑普多利亚,468,371843,罗 马,桑普多,输,5,4.01,1032,2012-09-27 02:45,一球,5.40,6,罗马,1,1,1,5,4
3686,0,lblue,2.21,乌迪内斯,1276,371845,都  灵,乌迪内斯,输半,5,3.17,776,2012-09-27 02:45,平手/半球,3.27,11,都灵,0,0,0,5,13
3687,0,lred,2.11,博洛尼亚,707,371844,锡耶纳,博洛尼亚,赢,5,3.14,1294,2012-09-28 02:45,半球,3.55,20,锡耶纳,0,1,0,5,15
3688,0,lred,3.11,AC米兰,210,371853,帕尔马,AC米兰,赢半,5,3.17,1149,2012-09-29 23:59,受平手/半球,2.28,13,帕尔马,1,1,0,6,10
3689,0,lred,1.60,罗马,1032,371850,尤文图斯,罗 马,赢,5,3.95,1330,2012-09-30 02:45,一球,5.11,1,尤文图斯,1,4,3,6,6
3690,0,lblue,1.93,热那亚,1179,371855,乌迪内斯,热那亚,输,5,3.34,1276,2012-09-30 18:30,半球,3.84,14,乌迪内斯,0,0,0,6,10
3691,1,lblue,2.21,都灵,776,371846,亚特兰大,都  灵,输,5,3.09,1308,2012-09-30 21:00,平手/半球,3.35,13,亚特兰大,5,1,1,6,12
3692,0,lred,2.36,卡塔尼亚,923,371847,博洛尼亚,卡塔尼,赢,5,3.13,707,2012-09-30 21:00,平手/半球,2.99,15,博洛尼亚,0,4,2,6,8
3693,0,lblue,1.70,佩斯卡拉,1156,371848,卡利亚,佩斯卡,输,5,3.48,917,2012-09-30 21:00,半球/一球,4.97,19,卡利亚里,2,1,0,6,16
3694,0,lred,1.60,锡耶纳,1294,371851,拉齐奥,锡耶纳,赢半,5,3.63,964,2012-09-30 21:00,半球/一球,5.66,5,拉齐奥,1,2,2,6,18
3695,1,lred,2.14,切沃,1174,371852,巴勒莫,切 沃,赢,5,3.21,645,2012-09-30 21:00,半球,3.38,20,巴勒莫,1,4,1,6,17
3696,0,lblue,3.39,那不勒斯,1125,371854,桑普多,那不勒斯,输,5,3.23,468,2012-09-30 21:00,受平手/半球,2.12,3,桑普多利亚,1,0,0,6,2
3697,1,lred,2.12,佛罗伦萨,803,371849,国际米兰,佛罗伦萨,赢,5,3.20,846,2012-10-01 02:45,平手/半球,3.45,5,国际米兰,1,2,2,6,7
3698,0,lred,2.51,桑普多利亚,468,371857,切 沃,桑普多,赢,5,3.03,1174,2012-10-06 23:59,平手,2.90,18,切沃,1,2,1,7,5
3699,1,lblue,2.21,巴勒莫,645,371859,热那亚,巴勒莫,输半,5,3.20,1179,2012-10-07 02:45,平手/半球,3.25,9,热那亚,1,1,0,7,18
3700,0,lred,1.46,亚特兰大,1308,371863,罗 马,亚特兰大,赢,5,4.27,1032,2012-10-07 18:30,一球/球半,6.54,7,罗马,0,2,1,7,17
3701,0,lred,2.13,帕尔马,1149,371856,卡塔尼,帕尔马,赢,5,3.18,923,2012-10-07 21:00,平手/半球,3.43,10,卡塔尼亚,0,2,1,7,14
3702,0,lred,1.59,博洛尼亚,707,371858,佛罗伦萨,博洛尼亚,赢半,5,3.64,803,2012-10-07 21:00,半球/一球,5.88,8,佛罗伦萨,0,1,1,7,12
3703,3,lblue,3.96,拉齐奥,964,371862,佩斯卡,拉齐奥,输,5,3.30,1156,2012-10-07 21:00,受半球,1.93,13,佩斯卡拉,3,0,0,7,4
3704,1,lgreen,6.64,尤文图斯,1330,371864,锡耶纳,尤文图斯,走盘,5,3.83,1294,2012-10-07 21:00,受一球,1.51,19,锡耶纳,2,1,1,7,1
3705,0,lblue,1.97,卡利亚里,917,371865,都  灵,卡利亚,输,5,3.17,776,2012-10-07 21:00,半球,3.99,6,都灵,1,0,0,7,20
3706,1,lblue,2.40,国际米兰,846,371860,AC米兰,国际米兰,输,5,3.16,210,2012-10-08 02:45,平手/半球,2.95,11,AC米兰,1,0,0,7,4
3707,1,lgreen,1.51,乌迪内斯,1276,371861,那不勒斯,乌迪内斯,走盘,5,3.87,1125,2012-10-08 02:45,一球,6.62,2,那不勒斯,1,2,2,7,14
3708,0,lred,1.73,那不勒斯,1125,371871,尤文图斯,那不勒斯,赢,5,3.55,1330,2012-10-20 23:59,半球/一球,4.73,1,尤文图斯,0,2,0,8,2
3709,0,lred,2.32,AC米兰,210,371872,拉齐奥,AC米兰,赢,5,3.18,964,2012-10-21 02:45,平手/半球,3.05,3,拉齐奥,2,3,2,8,11
3710,0,lred,2.00,博洛尼亚,707,371867,卡利亚,博洛尼亚,赢,5,3.19,917,2012-10-21 18:30,半球,3.85,19,卡利亚里,0,1,0,8,12
3711,0,lred,1.97,锡耶纳,1294,371866,亚特兰大,锡耶纳,赢,5,3.18,1308,2012-10-21 21:00,半球,3.96,18,亚特兰大,1,2,0,8,20
3712,1,lred,3.15,佛罗伦萨,803,371868,切 沃,佛罗伦萨,赢半,5,3.08,1174,2012-10-21 21:00,受平手/半球,2.32,16,切沃,1,1,1,8,6
3713,0,lred,1.56,卡塔尼亚,923,371870,国际米兰,卡塔尼,赢,5,3.81,846,2012-10-21 21:00,一球,5.78,4,国际米兰,0,2,1,8,7
3714,0,lblue,2.16,都灵,776,371873,巴勒莫,都  灵,输半,5,3.15,645,2012-10-21 21:00,平手/半球,3.41,17,巴勒莫,0,0,0,8,10
3715,0,lred,2.09,桑普多利亚,468,371874,帕尔马,桑普多,赢,5,3.16,1149,2012-10-21 21:00,半球,3.56,15,帕尔马,1,2,1,8,8
3716,0,lgreen,1.49,佩斯卡拉,1156,371875,乌迪内斯,佩斯卡,走盘,5,3.91,1276,2012-10-21 21:00,一球,6.73,14,乌迪内斯,0,1,0,8,13
3717,2,lblue,3.12,罗马,1032,371869,热那亚,罗 马,输,5,3.54,1179,2012-10-22 02:45,受平手/半球,2.13,10,热那亚,4,2,2,8,6
3718,0,lblue,2.31,巴勒莫,645,371884,锡耶纳,巴勒莫,输半,5,3.15,1294,2012-10-27 23:59,平手/半球,3.09,20,锡耶纳,0,0,0,9,19
3719,0,lblue,1.45,热那亚,1179,371879,AC米兰,热那亚,输半,5,4.12,210,2012-10-28 02:45,一球/球半,7.32,15,AC米兰,0,1,0,9,10
3720,0,lblue,4.89,尤文图斯,1330,371877,卡塔尼,尤文图斯,输半,5,3.45,923,2012-10-28 19:30,受半球/一球,1.73,7,卡塔尼亚,1,0,0,9,1
3721,1,lblue,3.55,国际米兰,846,371876,博洛尼亚,国际米兰,输,5,3.23,707,2012-10-28 22:00,受平手/半球,2.07,16,博洛尼亚,3,1,0,9,4
3722,0,lred,2.11,拉齐奥,964,371878,佛罗伦萨,拉齐奥,赢,5,3.18,803,2012-10-28 22:00,平手/半球,3.49,6,佛罗伦萨,0,2,1,9,3
3723,0,lgreen,2.79,亚特兰大,1308,371881,佩斯卡,亚特兰大,走盘,5,3.11,1156,2012-10-28 22:00,平手,2.53,19,佩斯卡拉,0,0,0,9,13
3724,0,lblue,2.19,卡利亚里,917,371883,桑普多,卡利亚,输,5,3.10,468,2012-10-28 22:00,平手/半球,3.39,8,桑普多利亚,1,0,0,9,14
3725,0,lblue,2.16,帕尔马,1149,371885,都  灵,帕尔马,输,5,3.12,776,2012-10-28 22:00,平手/半球,3.45,9,都灵,3,1,0,9,12
3726,0,lgreen,1.41,切沃,1174,371880,那不勒斯,切 沃,走盘,5,4.26,1125,2012-10-29 03:45,一球,7.81,3,那不勒斯,0,1,0,9,19
3727,1,lblue,1.53,乌迪内斯,1276,371882,罗 马,乌迪内斯,输,5,4.13,1032,2012-10-29 03:45,一球,5.60,6,罗马,3,2,2,9,14
3728,0,lred,3.06,AC米兰,210,371893,巴勒莫,AC米兰,赢半,5,3.23,645,2012-10-31 03:45,受平手/半球,2.29,18,巴勒莫,2,2,1,10,11
3729,0,lred,3.28,那不勒斯,1125,371886,亚特兰大,那不勒斯,赢,5,3.10,1308,2012-11-01 03:45,受平手/半球,2.25,15,亚特兰大,0,1,1,10,2
3730,1,lred,1.94,锡耶纳,1294,371887,卡利亚,锡耶纳,赢,5,3.16,917,2012-11-01 03:45,半球,4.13,11,卡利亚里,2,4,3,10,20
3731,0,lred,1.73,佩斯卡拉,1156,371888,切 沃,佩斯卡,赢,5,3.40,1174,2012-11-01 03:45,半球/一球,4.93,19,切沃,0,2,0,10,17
3732,1,lgreen,1.50,桑普多利亚,468,371890,国际米兰,桑普多,走盘,5,3.86,846,2012-11-01 03:45,一球,6.68,3,国际米兰,2,3,0,10,12
3733,0,lblue,1.24,博洛尼亚,707,371891,尤文图斯,博洛尼亚,输,5,5.47,1330,2012-11-01 03:45,球半/两球,12.45,1,尤文图斯,1,2,0,10,18
3734,1,lblue,1.77,都灵,776,371892,拉齐奥,都  灵,输,5,3.33,964,2012-11-01 03:45,半球,4.77,4,拉齐奥,1,1,0,10,13
3735,1,lred,2.73,罗马,1032,371894,帕尔马,罗 马,赢,5,3.46,1149,2012-11-01 03:45,受平手/半球,2.38,7,帕尔马,2,3,2,10,6
3736,0,lblue,1.87,卡塔尼亚,923,371895,乌迪内斯,卡塔尼,输,5,3.31,1276,2012-11-01 03:45,半球,4.17,8,乌迪内斯,2,2,1,10,10
3737,1,lblue,3.43,佛罗伦萨,803,371889,热那亚,佛罗伦萨,输,5,3.19,1179,2012-11-02 03:45,受半球,2.14,16,热那亚,1,0,0,10,5
3738,1,lred,1.45,切沃,1174,371900,AC米兰,切 沃,赢,5,4.01,210,2012-11-04 01:00,一球,7.23,12,AC米兰,1,5,3,11,15
3739,0,lblue,1.64,国际米兰,846,371899,尤文图斯,国际米兰,输,5,3.70,1330,2012-11-04 03:45,半球/一球,5.19,1,尤文图斯,3,1,1,11,2
3740,0,lred,3.24,帕尔马,1149,371902,佩斯卡,帕尔马,赢,5,3.18,1156,2012-11-04 19:30,受平手/半球,2.22,18,佩斯卡拉,0,2,0,11,6
